subject id,list,trial number,word,pic1,pic2,pic1type,pic2type,side clicked,chosenpic,response,trial type,datetesting,time,reaction time
71614-1,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/16/14,12:38,1225
71614-2,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/16/14,13:13,2199
71614-2,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/16/14,13:13,1340
71614-2,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/16/14,13:13,1907
71614-2,2,4,wug,wug,apple,novel,familiar,L,wug,Y,MEexperimental,7/16/14,13:13,3337
71614-2,2,5,fill4,na,na,na,na,na,na,na,filler,7/16/14,13:13,na
71614-2,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/16/14,13:13,1913
71614-2,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/16/14,13:13,2191
71614-2,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/16/14,13:13,1677
71614-2,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/16/14,13:13,2323
71614-2,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/16/14,13:13,2995
71614-2,2,11,fill3,na,na,na,na,na,na,na,filler,7/16/14,13:13,na
71614-2,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/16/14,13:13,1548
71614-2,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/16/14,13:13,1668
71614-2,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/16/14,13:13,2372
71614-2,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/16/14,13:13,1483
71614-2,2,16,pifo,pifo,frog,novel,familiar,L,pifo,Y,MEexperimental,7/16/14,13:13,2282
71614-2,2,17,fill2,na,na,na,na,na,na,na,filler,7/16/14,13:13,na
71614-2,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/16/14,13:13,2206
71614-2,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/16/14,13:13,1600
71614-2,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/16/14,13:13,902
71614-2,2,21,modi,shovel,modi,familiar,novel,R,modi,Y,MEexperimental,7/16/14,13:13,1418
71614-2,2,23,fill1,na,na,na,na,na,na,na,filler,7/16/14,13:13,na
71614-2,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/16/14,13:13,1620
71614-2,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/16/14,13:13,1241
71614-2,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/16/14,13:13,1327
71614-2,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/16/14,13:13,1701
71614-2,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/16/14,13:13,1441
71614-2,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/16/14,13:13,1133
71614-3,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/16/14,13:36,5481
71614-3,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/16/14,13:36,1902
71614-3,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/16/14,13:36,1778
71614-3,2,4,wug,wug,apple,novel,familiar,R,apple,N,MEexperimental,7/16/14,13:36,2911
71614-3,2,5,fill4,na,na,na,na,na,na,na,filler,7/16/14,13:36,na
71614-3,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/16/14,13:36,1485
71614-3,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/16/14,13:36,1990
71614-3,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/16/14,13:36,2303
71614-3,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/16/14,13:36,13057
71614-3,2,11,fill3,na,na,na,na,na,na,na,filler,7/16/14,13:36,na
71614-3,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/16/14,13:36,4755
71614-3,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/16/14,13:36,2821
71614-3,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/16/14,13:36,1767
71614-3,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/16/14,13:36,2461
71614-3,2,15,cup,dax,cup,novel,familiar,L,dax,N,MEcontrol,7/16/14,13:36,515
71614-3,2,16,pifo,pifo,frog,novel,familiar,L,pifo,Y,MEexperimental,7/16/14,13:36,3579
71614-3,2,17,fill2,na,na,na,na,na,na,na,filler,7/16/14,13:36,na
71614-3,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/16/14,13:36,1974
71614-3,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/16/14,13:36,1521
71614-3,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/16/14,13:36,2101
71614-3,2,21,modi,shovel,modi,familiar,novel,R,modi,Y,MEexperimental,7/16/14,13:36,3827
71614-3,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/16/14,13:36,2861
71614-3,2,23,fill1,na,na,na,na,na,na,na,filler,7/16/14,13:36,na
71614-3,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/16/14,13:36,3192
71614-3,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/16/14,13:36,2830
71614-3,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/16/14,13:36,1690
71614-3,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/16/14,13:36,2487
71614-3,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/16/14,13:36,1403
71614-4,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/16/14,13:53,1026
71614-4,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/16/14,13:53,1247
71614-4,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/16/14,13:53,1339
71614-4,2,4,wug,wug,apple,novel,familiar,L,wug,Y,MEexperimental,7/16/14,13:53,1863
71614-4,2,5,fill4,na,na,na,na,na,na,na,filler,7/16/14,13:53,na
71614-4,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/16/14,13:53,1694
71614-4,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/16/14,13:53,1829
71614-4,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/16/14,13:53,1162
71614-4,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/16/14,13:53,1629
71614-4,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/16/14,13:53,1479
71614-4,2,11,fill3,na,na,na,na,na,na,na,filler,7/16/14,13:53,na
71614-4,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/16/14,13:53,2328
71614-4,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/16/14,13:53,747
71614-4,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/16/14,13:53,2149
71614-4,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/16/14,13:53,688
71614-4,2,16,pifo,pifo,frog,novel,familiar,R,frog,N,MEexperimental,7/16/14,13:53,1283
71614-4,2,17,fill2,na,na,na,na,na,na,na,filler,7/16/14,13:53,na
71614-4,2,18,toma,toma,monkey,novel,familiar,R,monkey,N,MEexperimental,7/16/14,13:53,1745
71614-4,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/16/14,13:53,465
71614-4,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/16/14,13:53,1950
71614-4,2,21,modi,shovel,modi,familiar,novel,R,modi,Y,MEexperimental,7/16/14,13:53,1347
71614-4,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/16/14,13:53,984
71614-4,2,23,fill1,na,na,na,na,na,na,na,filler,7/16/14,13:53,na
71614-4,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/16/14,13:53,993
71614-4,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/16/14,13:53,1420
71614-4,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/16/14,13:53,976
71614-4,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/16/14,13:53,1146
71614-4,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/16/14,13:53,1018
71614-5,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/16/14,13:59,1616
71614-5,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/16/14,13:59,1308
71614-5,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/16/14,13:59,1138
71614-5,2,5,fill4,na,na,na,na,na,na,na,filler,7/16/14,13:59,na
71614-5,2,4,wug,wug,apple,novel,familiar,L,wug,Y,MEexperimental,7/16/14,13:59,3421
71614-5,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/16/14,13:59,1479
71614-5,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/16/14,13:59,1650
71614-5,2,8,carrot,lamp,carrot,familiar,familiar,L,lamp,N,rec,7/16/14,13:59,869
71614-5,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/16/14,13:59,1889
71614-5,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/16/14,13:59,2460
71614-5,2,11,fill3,na,na,na,na,na,na,na,filler,7/16/14,13:59,na
71614-5,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/16/14,13:59,1088
71614-5,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/16/14,13:59,1389
71614-5,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/16/14,13:59,1339
71614-5,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/16/14,13:59,1413
71614-5,2,17,fill2,na,na,na,na,na,na,na,filler,7/16/14,13:59,na
71614-5,2,16,pifo,pifo,frog,novel,familiar,L,pifo,Y,MEexperimental,7/16/14,13:59,1659
71614-5,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/16/14,13:59,2880
71614-5,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/16/14,13:59,935
71614-5,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/16/14,13:59,807
71614-5,2,21,modi,shovel,modi,familiar,novel,R,modi,Y,MEexperimental,7/16/14,13:59,1277
71614-5,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/16/14,13:59,1101
71614-5,2,23,fill1,na,na,na,na,na,na,na,filler,7/16/14,13:59,na
71614-5,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/16/14,13:59,1110
71614-5,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/16/14,13:59,1138
71614-5,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/16/14,13:59,618
71614-5,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/16/14,13:59,658
71614-5,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/16/14,13:59,1553
71614-6,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/16/14,14:26,1920
71614-6,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/16/14,14:26,1352
71614-6,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/16/14,14:26,2296
71614-6,2,4,wug,wug,apple,novel,familiar,R,apple,N,MEexperimental,7/16/14,14:26,23331
71614-6,2,5,fill4,na,na,na,na,na,na,na,filler,7/16/14,14:26,na
71614-6,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/16/14,14:26,1281
71614-6,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/16/14,14:26,2293
71614-6,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/16/14,14:26,1707
71614-6,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/16/14,14:26,2304
71614-6,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/16/14,14:26,6926
71614-6,2,11,fill3,na,na,na,na,na,na,na,filler,7/16/14,14:26,na
71614-6,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/16/14,14:26,1281
71614-6,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/16/14,14:26,1477
71614-6,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/16/14,14:26,1930
71614-6,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/16/14,14:26,1754
71614-6,2,16,pifo,pifo,frog,novel,familiar,L,pifo,Y,MEexperimental,7/16/14,14:26,2391
71614-6,2,17,fill2,na,na,na,na,na,na,na,filler,7/16/14,14:26,na
71614-6,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/16/14,14:26,1992
71614-6,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/16/14,14:26,1256
71614-6,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/16/14,14:26,6436
71614-6,2,21,modi,shovel,modi,familiar,novel,R,modi,Y,MEexperimental,7/16/14,14:26,2202
71614-6,2,23,fill1,na,na,na,na,na,na,na,filler,7/16/14,14:26,na
71614-6,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/16/14,14:26,1269
71614-6,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/16/14,14:26,1374
71614-6,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/16/14,14:26,2694
71614-6,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/16/14,14:26,1141
71614-6,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/16/14,14:26,1333
71614-6,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/16/14,14:26,1630
71614-7,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/16/14,14:45,2138
71614-7,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/16/14,14:45,1819
71614-7,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/16/14,14:45,1317
71614-7,2,4,wug,wug,apple,novel,familiar,L,wug,Y,MEexperimental,7/16/14,14:45,2952
71614-7,2,5,fill4,na,na,na,na,na,na,na,filler,7/16/14,14:45,na
71614-7,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/16/14,14:45,1346
71614-7,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/16/14,14:45,1786
71614-7,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/16/14,14:45,1357
71614-7,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/16/14,14:45,1614
71614-7,2,11,fill3,na,na,na,na,na,na,na,filler,7/16/14,14:45,na
71614-7,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/16/14,14:45,1666
71614-7,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/16/14,14:45,1779
71614-7,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/16/14,14:45,1289
71614-7,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/16/14,14:45,3032
71614-7,2,21,modi,shovel,modi,familiar,novel,R,modi,Y,MEexperimental,7/16/14,14:45,1907
71614-7,2,23,fill1,na,na,na,na,na,na,na,filler,7/16/14,14:45,na
71614-7,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/16/14,14:45,1506
71614-7,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/16/14,14:45,1135
71614-7,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/16/14,14:45,1322
71614-7,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/16/14,14:45,1535
71614-7,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/16/14,14:45,1039
71614-7,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/16/14,14:45,1362
71614-8,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/16/14,14:51,380
71614-8,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/16/14,14:51,2163
71614-8,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/16/14,14:51,2535
71614-8,2,4,wug,wug,apple,novel,familiar,R,apple,N,MEexperimental,7/16/14,14:51,9623
71614-8,2,5,fill4,na,na,na,na,na,na,na,filler,7/16/14,14:51,na
71614-8,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/16/14,14:51,2984
71614-8,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/16/14,14:51,2283
71614-8,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/16/14,14:51,1698
71614-8,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/16/14,14:51,1719
71614-8,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/16/14,14:51,1851
71614-8,2,11,fill3,na,na,na,na,na,na,na,filler,7/16/14,14:51,na
71614-8,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/16/14,14:51,1420
71614-8,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/16/14,14:51,1627
71614-8,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/16/14,14:51,2017
71614-8,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/16/14,14:51,1738
71614-8,2,16,pifo,pifo,frog,novel,familiar,L,pifo,Y,MEexperimental,7/16/14,14:51,1819
71614-8,2,17,fill2,na,na,na,na,na,na,na,filler,7/16/14,14:51,na
71614-8,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/16/14,14:51,2696
71614-8,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/16/14,14:51,2421
71614-8,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/16/14,14:51,1459
71614-8,2,21,modi,shovel,modi,familiar,novel,L,shovel,N,MEexperimental,7/16/14,14:51,1937
71614-8,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/16/14,14:51,2384
71614-8,2,23,fill1,na,na,na,na,na,na,na,filler,7/16/14,14:51,na
71614-8,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/16/14,14:51,1692
71614-8,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/16/14,14:51,2938
71614-8,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/16/14,14:51,1619
71614-8,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/16/14,14:51,1559
71614-8,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/16/14,14:51,1865
71614-9,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/16/14,15:15,1565
71614-9,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/16/14,15:15,909
71614-9,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/16/14,15:15,2012
71614-9,2,4,wug,wug,apple,novel,familiar,L,wug,Y,MEexperimental,7/16/14,15:15,29913
71614-9,2,5,fill4,na,na,na,na,na,na,na,filler,7/16/14,15:15,na
71614-9,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/16/14,15:15,1135
71614-9,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/16/14,15:15,1244
71614-9,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/16/14,15:15,1570
71614-9,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/16/14,15:15,8156
71614-9,2,10,dofa,train,dofa,familiar,novel,L,train,N,MEexperimental,7/16/14,15:15,2264
71614-9,2,11,fill3,na,na,na,na,na,na,na,filler,7/16/14,15:15,na
71614-9,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/16/14,15:15,1206
71614-9,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/16/14,15:15,1970
71614-9,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/16/14,15:15,1836
71614-9,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/16/14,15:15,1147
71614-9,2,16,pifo,pifo,frog,novel,familiar,L,pifo,Y,MEexperimental,7/16/14,15:15,2965
71614-9,2,17,fill2,na,na,na,na,na,na,na,filler,7/16/14,15:15,na
71614-9,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/16/14,15:15,2874
71614-9,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/16/14,15:15,1693
71614-9,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/16/14,15:15,1478
71614-9,2,21,modi,shovel,modi,familiar,novel,R,modi,Y,MEexperimental,7/16/14,15:15,1511
71614-9,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/16/14,15:15,1505
71614-9,2,23,fill1,na,na,na,na,na,na,na,filler,7/16/14,15:15,na
71614-9,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/16/14,15:15,1365
71614-9,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/16/14,15:15,1271
71614-9,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/16/14,15:15,2006
71614-9,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/16/14,15:15,1488
71614-9,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/16/14,15:15,2457
71614-10,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/16/14,15:34,1541
71614-10,2,2,horse,clock,horse,familiar,familiar,R,horse,Y,rec,7/16/14,15:34,1130
71614-10,2,3,shoe,kreeb,shoe,novel,familiar,R,shoe,Y,MEcontrol,7/16/14,15:34,1454
71614-10,2,4,wug,wug,apple,novel,familiar,L,wug,Y,MEexperimental,7/16/14,15:34,1768
71614-10,2,5,fill4,na,na,na,na,na,na,na,filler,7/16/14,15:34,na
71614-10,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/16/14,15:34,1279
71614-10,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/16/14,15:34,1230
71614-10,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/16/14,15:34,2069
71614-10,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/16/14,15:34,2349
71614-10,2,10,dofa,train,dofa,familiar,novel,R,dofa,Y,MEexperimental,7/16/14,15:34,3285
71614-10,2,11,fill3,na,na,na,na,na,na,na,filler,7/16/14,15:34,na
71614-10,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/16/14,15:34,2189
71614-10,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/16/14,15:34,1130
71614-10,2,14,kreeb,shoe,kreeb,familiar,novel,R,kreeb,Y,MEexperimental,7/16/14,15:34,1386
71614-10,2,15,cup,dax,cup,novel,familiar,R,cup,Y,MEcontrol,7/16/14,15:34,1416
71614-10,2,16,pifo,pifo,frog,novel,familiar,L,pifo,Y,MEexperimental,7/16/14,15:34,1490
71614-10,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/16/14,15:34,2379
71614-10,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/16/14,15:34,1353
71614-10,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/16/14,15:34,1358
71614-10,2,21,modi,shovel,modi,familiar,novel,R,modi,Y,MEexperimental,7/16/14,15:34,1553
71614-10,2,23,fill1,na,na,na,na,na,na,na,filler,7/16/14,15:34,na
71614-10,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/16/14,15:34,1190
71614-10,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/16/14,15:34,1775
71614-10,2,25,dax,cup,dax,familiar,novel,R,dax,Y,MEexperimental,7/16/14,15:34,1832
71614-10,2,26,car,car,fep,familiar,novel,L,car,Y,MEcontrol,7/16/14,15:34,1150
71614-10,2,27,cookie,baby,cookie,familiar,familiar,R,cookie,Y,rec,7/16/14,15:34,2282
71614-10,2,28,dog,book,dog,familiar,familiar,R,dog,Y,rec,7/16/14,15:34,4764
71614-11,2,1,bottle,bottle,bird,familiar,familiar,L,bottle,Y,rec,7/16/14,15:40,9697
71614-11,2,2,horse,clock,horse,familiar,familiar,L,clock,N,rec,7/16/14,15:40,2224
71614-11,2,3,shoe,kreeb,shoe,novel,familiar,L,kreeb,N,MEcontrol,7/16/14,15:40,3476
71614-11,2,5,fill4,na,na,na,na,na,na,na,filler,7/16/14,15:40,na
71614-11,2,4,wug,wug,apple,novel,familiar,R,apple,N,MEexperimental,7/16/14,15:40,547
71614-11,2,6,hammer,hammer,sheep,familiar,familiar,L,hammer,Y,rec,7/16/14,15:40,937
71614-11,2,7,shovel,modi,shovel,novel,familiar,R,shovel,Y,MEcontrol,7/16/14,15:40,4615
71614-11,2,8,carrot,lamp,carrot,familiar,familiar,R,carrot,Y,rec,7/16/14,15:40,6209
71614-11,2,9,fep,fep,car,novel,familiar,L,fep,Y,MEexperimental,7/16/14,15:40,8502
71614-11,2,10,dofa,train,dofa,familiar,novel,L,train,N,MEexperimental,7/16/14,15:40,4457
71614-11,2,11,fill3,na,na,na,na,na,na,na,filler,7/16/14,15:40,na
71614-11,2,12,monkey,monkey,toma,familiar,novel,L,monkey,Y,MEcontrol,7/16/14,15:40,9604
71614-11,2,13,cat,cat,ball,familiar,familiar,L,cat,Y,rec,7/16/14,15:40,7332
71614-11,2,14,kreeb,shoe,kreeb,familiar,novel,L,shoe,N,MEexperimental,7/16/14,15:40,1325
71614-11,2,15,cup,dax,cup,novel,familiar,L,dax,N,MEcontrol,7/16/14,15:40,2765
71614-11,2,16,pifo,pifo,frog,novel,familiar,R,frog,N,MEexperimental,7/16/14,15:40,6049
71614-11,2,17,fill2,na,na,na,na,na,na,na,filler,7/16/14,15:40,na
71614-11,2,18,toma,toma,monkey,novel,familiar,L,toma,Y,MEexperimental,7/16/14,15:40,12545
71614-11,2,19,train,dofa,train,novel,familiar,R,train,Y,MEcontrol,7/16/14,15:40,2427
71614-11,2,20,apple,apple,wug,familiar,novel,L,apple,Y,MEcontrol,7/16/14,15:40,496
71614-11,2,21,modi,shovel,modi,familiar,novel,L,shovel,N,MEexperimental,7/16/14,15:40,1414
71614-11,2,22,lion,lion,table,familiar,familiar,L,lion,Y,rec,7/16/14,15:40,1455
71614-11,2,23,fill1,na,na,na,na,na,na,na,filler,7/16/14,15:40,na
71614-11,2,24,frog,frog,pifo,familiar,novel,L,frog,Y,MEcontrol,7/16/14,15:40,5529
